age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,predicted_probability
38,student,single,tertiary,yes,5162.0,yes,no,cellular,7,jun,68.0,1,-1,0,unknown,0,0.12889418815351764
43,admin,married,secondary,no,2747.0,no,no,cellular,24,feb,175.0,2,-1,1,unknown,1,0.32926293625027
41,unemployed,married,tertiary,no,281.0,yes,no,cellular,23,feb,41.0,4,-1,0,unknown,1,0.16702368345949498
18,housemaid,married,secondary,no,-2000.0,no,no,cellular,22,dec,345.0,2,-1,0,unknown,0,0.16951421637338457
37,retired,married,tertiary,no,4558.0,no,yes,unknown,15,oct,154.0,3,8,0,unknown,0,0.15271418650146712
29,technician,single,secondary,no,4661.0,no,yes,telephone,9,jul,251.0,7,-1,0,unknown,0,0.13873421573197836
42,services,married,secondary,no,956.0,no,yes,unknown,29,sep,222.0,2,-1,0,unknown,0,0.13165751594408748
75,entrepreneur,married,secondary,no,-152.0,yes,no,unknown,27,jun,355.0,5,-1,3,unknown,1,0.2707692169612765
44,management,married,secondary,no,852.0,yes,no,cellular,6,jan,678.0,1,-1,3,unknown,1,0.3227067418484985
36,self-employed,married,tertiary,no,973.0,no,no,cellular,21,sep,98.0,6,-1,0,unknown,1,0.1990625128179391
51,admin,single,unknown,no,3424.0,yes,no,cellular,11,jul,271.0,1,6,0,unknown,0,0.15198579517646923
45,self-employed,married,secondary,no,-1345.0,no,no,cellular,6,mar,256.0,2,2,0,unknown,0,0.18262075779577014
45,unemployed,single,secondary,no,41.0,no,no,telephone,26,feb,114.0,3,-1,0,unknown,0,0.19997950501696934
47,services,divorced,secondary,no,1041.0,no,no,telephone,20,mar,208.0,3,-1,0,failure,1,0.1995581593893014
64,services,single,tertiary,no,2146.0,yes,yes,unknown,29,feb,12.0,9,-1,0,unknown,0,0.11990353529714248
26,student,single,secondary,no,3666.0,yes,no,telephone,15,nov,167.0,2,3,0,unknown,0,0.15894898590956885
45,retired,married,primary,no,2277.0,no,yes,unknown,13,oct,95.0,1,-1,0,failure,0,0.1631076325818042
28,retired,married,secondary,no,5880.0,yes,yes,cellular,6,feb,598.0,2,-1,0,unknown,1,0.1362050496836099
46,blue-collar,divorced,primary,no,-979.0,no,no,unknown,20,apr,133.0,2,10,3,unknown,0,0.30193743848375126
28,entrepreneur,single,tertiary,yes,5154.0,yes,no,unknown,21,jun,64.0,3,-1,0,unknown,0,0.15116069948697353
34,housemaid,single,secondary,no,-885.0,yes,no,telephone,15,mar,226.0,8,-1,2,unknown,1,0.25204242229567914
36,housemaid,single,secondary,no,512.0,yes,no,unknown,29,sep,500.0,3,-1,0,failure,0,0.16980437892559216
51,services,married,tertiary,no,2468.0,no,yes,cellular,6,may,131.0,3,-1,1,failure,0,0.20301130033679812
51,admin,married,primary,no,4445.0,yes,yes,cellular,16,may,563.0,1,9,0,unknown,0,0.14738304891158996
25,technician,single,primary,no,516.0,yes,no,cellular,1,jul,118.0,1,-1,0,unknown,0,0.14838563738692837
40,housemaid,single,secondary,no,2481.0,no,no,cellular,30,sep,399.0,2,-1,2,unknown,0,0.2858866505346637
31,unemployed,married,secondary,no,711.0,no,no,telephone,6,jan,37.0,7,-1,0,unknown,0,0.19876478265280878
24,unemployed,divorced,secondary,no,-2000.0,no,no,unknown,16,sep,19.0,3,-1,0,unknown,1,0.20978665920142225
37,unemployed,married,unknown,no,1404.0,yes,no,unknown,22,feb,401.0,2,-1,0,unknown,0,0.15117228318003137
36,housemaid,married,tertiary,no,-1604.0,no,yes,unknown,1,mar,138.0,3,-1,0,unknown,0,0.1704808965335394
69,admin,divorced,tertiary,no,4679.0,yes,no,unknown,7,dec,150.0,6,6,0,failure,0,0.1874458855078278
45,entrepreneur,single,tertiary,no,4696.0,no,no,cellular,28,may,256.0,4,-1,0,unknown,0,0.19382656913814544
23,management,married,secondary,no,-590.0,no,no,telephone,10,oct,1300.0,8,-1,2,failure,1,0.3781694441712354
33,retired,married,secondary,no,-974.0,yes,yes,unknown,21,dec,56.0,3,-1,0,unknown,1,0.13020214634185037
52,student,married,secondary,no,-72.0,yes,no,unknown,8,apr,107.0,1,8,0,unknown,0,0.1773353103294457
65,student,single,tertiary,no,2831.0,no,no,telephone,30,may,314.0,1,-1,0,success,0,0.22201367397431004
20,student,married,secondary,no,2841.0,yes,no,unknown,21,oct,362.0,2,-1,0,unknown,0,0.16043757190571084
18,unemployed,single,secondary,no,10020.0,no,no,telephone,26,may,367.0,1,-1,0,unknown,0,0.37354223841315565
62,admin,divorced,secondary,no,728.0,yes,no,unknown,5,dec,271.0,2,8,2,unknown,1,0.31747887847383843
44,student,single,secondary,no,1728.0,no,yes,telephone,18,may,266.0,1,-1,0,unknown,0,0.14018567197439555
29,services,married,secondary,no,6329.0,yes,yes,unknown,4,oct,48.0,2,-1,0,failure,1,0.17775097100675044
46,blue-collar,single,tertiary,no,2216.0,yes,yes,cellular,20,oct,540.0,2,-1,0,unknown,0,0.14323404221139868
18,unemployed,married,secondary,yes,-1220.0,yes,no,unknown,16,oct,3.0,1,8,0,unknown,0,0.18674331347265027
40,admin,married,tertiary,no,2355.0,yes,no,cellular,10,may,162.0,3,-1,0,unknown,0,0.1677733421839865
43,admin,married,secondary,no,3262.0,yes,no,telephone,26,nov,73.0,2,-1,1,unknown,1,0.2797057087776548
51,retired,married,tertiary,no,646.0,yes,no,cellular,16,feb,33.0,7,-1,0,unknown,1,0.16474655704032415
27,student,divorced,tertiary,no,3488.0,yes,no,unknown,8,nov,115.0,1,-1,0,unknown,0,0.16882578851497423
41,self-employed,married,tertiary,no,3266.0,no,no,cellular,19,jan,321.0,2,-1,1,unknown,1,0.29655959342374777
28,management,married,primary,no,354.0,yes,no,cellular,1,oct,206.0,5,8,0,unknown,0,0.15157699071054026
43,unemployed,divorced,secondary,no,5379.0,no,no,unknown,23,nov,620.0,2,-1,0,unknown,0,0.19259716268410149
29,blue-collar,married,secondary,no,-459.0,yes,no,telephone,9,aug,275.0,10,-1,0,unknown,0,0.15663514208826723
35,admin,single,secondary,no,2593.0,yes,no,cellular,6,mar,88.0,1,-1,0,unknown,0,0.16978484996556978
28,blue-collar,married,secondary,no,-5.0,yes,no,unknown,13,dec,217.0,2,2,0,unknown,0,0.16295126126044962
47,admin,married,tertiary,no,-2000.0,no,no,cellular,13,jul,77.0,1,-1,0,unknown,0,0.19230550385317632
50,entrepreneur,divorced,primary,no,2396.0,yes,no,telephone,18,aug,59.0,1,-1,0,unknown,0,0.17598435446121422
37,retired,married,secondary,no,6323.0,yes,no,telephone,14,nov,930.0,4,-1,0,success,0,0.17728638941052824
40,services,married,primary,no,1365.0,yes,no,telephone,2,dec,189.0,2,-1,0,failure,0,0.15594521931258135
22,entrepreneur,married,tertiary,no,-2000.0,yes,yes,cellular,16,jun,316.0,1,-1,0,unknown,0,0.12437180154508262
36,technician,married,unknown,no,2055.0,yes,no,unknown,17,jun,620.0,2,-1,0,unknown,1,0.15104436772479823
39,student,married,secondary,no,-547.0,yes,no,telephone,22,nov,117.0,6,-1,2,unknown,0,0.2592042564526638
71,technician,married,primary,no,4134.0,yes,yes,unknown,16,mar,467.0,2,-1,0,unknown,0,0.12373796691611773
26,management,married,tertiary,no,928.0,no,no,telephone,14,sep,467.0,1,-1,0,failure,0,0.1873685041047949
57,self-employed,single,secondary,no,-2000.0,yes,no,cellular,13,mar,521.0,1,-1,0,unknown,0,0.1423320990690576
51,services,married,secondary,no,2771.0,yes,no,cellular,16,may,63.0,2,7,0,unknown,0,0.1598961748834602
43,entrepreneur,married,tertiary,no,2022.0,yes,no,telephone,24,jun,988.0,3,-1,0,unknown,0,0.1578626966678681
61,blue-collar,married,unknown,no,750.0,yes,no,unknown,31,jan,96.0,7,-1,0,unknown,0,0.15965715670643285
44,blue-collar,divorced,secondary,no,-1097.0,yes,no,unknown,1,nov,450.0,12,-1,0,unknown,0,0.13753448699644533
44,management,divorced,secondary,no,5973.0,no,yes,telephone,28,sep,53.0,12,-1,0,failure,0,0.20759354048714165
39,admin,single,secondary,no,370.0,no,no,cellular,17,jul,774.0,3,-1,0,unknown,0,0.19619724135220298
54,blue-collar,divorced,secondary,no,3743.0,yes,no,unknown,1,nov,168.0,1,9,0,unknown,0,0.1637997639235911
53,student,married,secondary,no,342.0,yes,no,unknown,10,dec,331.0,1,-1,2,unknown,0,0.2647374842317282
32,self-employed,married,secondary,no,3202.0,yes,no,cellular,5,jan,570.0,2,-1,0,failure,0,0.1648799887356206
24,retired,single,primary,no,1634.0,yes,no,unknown,7,jun,100.0,6,7,0,unknown,0,0.16863580763039296
37,student,single,secondary,yes,1570.0,no,no,telephone,4,jul,148.0,1,-1,0,failure,0,0.17453823155366557
30,self-employed,married,primary,no,-566.0,no,yes,cellular,1,may,113.0,2,2,0,unknown,1,0.17642079087167895
39,unemployed,married,secondary,no,2820.0,yes,no,telephone,1,may,100.0,3,-1,0,unknown,0,0.14811302050899514
54,management,divorced,secondary,no,5013.0,no,yes,cellular,10,jul,214.0,1,-1,0,unknown,0,0.15554191455095967
34,student,single,secondary,no,-1086.0,yes,no,telephone,30,mar,237.0,2,-1,0,unknown,0,0.15028939362119273
39,retired,married,secondary,no,-581.0,yes,no,telephone,3,mar,24.0,2,-1,0,unknown,1,0.16837297365496384
40,retired,single,secondary,no,8861.0,yes,no,telephone,5,jan,336.0,1,-1,0,unknown,0,0.26229964425646185
50,unemployed,married,tertiary,no,-1004.0,yes,no,unknown,13,aug,163.0,2,7,1,unknown,0,0.23958129573700937
18,housemaid,married,secondary,no,114.0,no,no,unknown,21,feb,661.0,1,-1,0,success,0,0.21194977916777258
32,admin,married,unknown,no,4959.0,no,no,telephone,25,mar,650.0,1,-1,0,unknown,0,0.17965831442197452
42,management,married,secondary,no,5035.0,no,no,telephone,9,jul,382.0,1,9,2,unknown,1,0.29461682810861445
54,unemployed,married,secondary,no,-2000.0,yes,no,cellular,25,oct,577.0,2,-1,0,unknown,0,0.14838812677371688
34,student,single,primary,no,3414.0,no,no,unknown,8,oct,767.0,4,1,2,unknown,1,0.3049935386391449
18,services,married,secondary,no,1012.0,no,no,telephone,30,nov,258.0,2,-1,0,unknown,0,0.1839706193927895
47,services,married,tertiary,no,1127.0,yes,no,unknown,11,aug,1072.0,3,-1,0,unknown,0,0.15634798796334645
32,management,married,tertiary,no,4413.0,yes,no,cellular,25,sep,933.0,2,-1,0,unknown,0,0.15970059794844418
25,student,married,unknown,no,630.0,no,no,telephone,24,aug,35.0,3,-1,0,unknown,0,0.185537032810134
32,entrepreneur,divorced,secondary,no,220.0,no,yes,unknown,29,jul,222.0,1,-1,0,unknown,0,0.1516545950697897
37,entrepreneur,single,secondary,no,696.0,no,no,cellular,14,oct,36.0,1,-1,2,failure,0,0.25324537080614495
32,admin,divorced,secondary,no,627.0,yes,no,telephone,8,jan,346.0,8,-1,0,unknown,0,0.16040320383855441
18,student,divorced,secondary,no,2368.0,yes,no,unknown,24,jan,435.0,2,-1,0,success,0,0.18012688101606755
50,retired,married,primary,no,4808.0,no,no,cellular,24,nov,648.0,5,-1,0,unknown,0,0.18221113008323125
55,blue-collar,married,tertiary,no,2569.0,no,no,cellular,21,aug,315.0,7,-1,1,failure,1,0.3268672014420658
47,services,divorced,tertiary,no,1468.0,yes,no,unknown,10,jul,182.0,3,-1,0,unknown,0,0.16186567479487673
26,student,divorced,secondary,no,2866.0,yes,no,telephone,3,feb,51.0,1,-1,0,failure,0,0.18223026950030324
37,student,single,secondary,no,3450.0,no,no,unknown,4,sep,40.0,4,-1,0,unknown,0,0.20285011849623552
39,blue-collar,single,primary,no,2945.0,no,no,cellular,25,oct,199.0,2,-1,3,unknown,0,0.3035242696338297
47,blue-collar,single,secondary,no,-168.0,no,no,cellular,23,jul,536.0,11,-1,0,unknown,0,0.1837202200116867
48,self-employed,married,secondary,no,2562.0,yes,no,telephone,12,sep,417.0,5,-1,0,unknown,1,0.1534156915395142
31,unemployed,married,tertiary,no,-2000.0,no,yes,unknown,9,nov,638.0,5,9,0,unknown,0,0.14427254098155934
40,housemaid,single,secondary,no,5335.0,yes,no,telephone,11,jan,500.0,3,-1,0,unknown,0,0.15618531899008187
45,admin,single,secondary,no,5328.0,no,no,telephone,11,nov,69.0,1,-1,0,unknown,0,0.20984448871858308
57,services,married,secondary,no,3724.0,yes,no,cellular,16,mar,67.0,5,-1,0,success,1,0.17897752393722516
48,blue-collar,married,primary,no,4615.0,no,no,unknown,13,oct,184.0,1,-1,0,failure,0,0.18816452349052148
49,entrepreneur,married,tertiary,no,1315.0,no,no,unknown,27,feb,64.0,1,-1,0,unknown,0,0.20162831044659882
41,management,married,secondary,no,-376.0,no,no,cellular,30,jun,62.0,6,2,0,unknown,0,0.21045795724098518
56,entrepreneur,divorced,unknown,no,-1635.0,yes,no,cellular,14,oct,94.0,1,-1,1,unknown,0,0.2511661248535019
44,self-employed,married,secondary,no,4020.0,yes,yes,unknown,7,apr,7.0,6,-1,0,unknown,0,0.15958358720048246
29,self-employed,married,tertiary,no,-377.0,no,no,telephone,12,feb,254.0,1,-1,0,unknown,0,0.1838332784881972
56,blue-collar,married,primary,no,566.0,yes,no,telephone,24,feb,152.0,5,-1,0,unknown,0,0.16037796180888222
48,self-employed,single,secondary,no,2060.0,yes,no,unknown,28,jun,81.0,3,-1,1,unknown,0,0.22531018646625506
34,unemployed,married,tertiary,no,1406.0,no,no,telephone,19,sep,43.0,4,-1,0,unknown,0,0.19801941275629267
34,retired,married,tertiary,no,2162.0,yes,no,telephone,8,jun,183.0,6,-1,0,unknown,0,0.1611630883977825
43,technician,married,tertiary,no,-2000.0,no,no,cellular,4,apr,276.0,12,2,1,failure,0,0.2656791003222101
45,student,married,secondary,no,916.0,yes,no,telephone,22,dec,1087.0,1,-1,3,unknown,0,0.3112920541529608
42,student,married,unknown,yes,3560.0,no,no,cellular,17,sep,88.0,4,-1,0,unknown,0,0.15781184244817892
43,blue-collar,married,unknown,no,420.0,no,no,telephone,2,feb,8.0,9,-1,0,unknown,0,0.16036891404048353
60,self-employed,divorced,primary,no,-655.0,no,no,unknown,23,jun,400.0,2,9,0,unknown,1,0.21950479542813273
52,management,married,tertiary,no,3887.0,no,no,cellular,22,jul,80.0,2,-1,0,unknown,0,0.204460699434542
42,retired,married,secondary,no,439.0,yes,no,unknown,13,mar,199.0,4,9,0,unknown,0,0.17070670291062473
51,admin,single,secondary,no,1961.0,no,no,cellular,26,apr,495.0,2,-1,3,unknown,0,0.3322417316461329
27,self-employed,married,secondary,no,974.0,no,no,telephone,28,jul,11.0,1,8,0,unknown,0,0.21401989919001496
44,retired,single,unknown,no,1499.0,yes,no,unknown,21,sep,46.0,1,4,0,unknown,0,0.14676225567316148
61,housemaid,married,primary,no,5324.0,yes,no,cellular,7,may,31.0,1,-1,0,unknown,0,0.15696981759888556
37,admin,married,secondary,no,2930.0,no,no,unknown,18,nov,80.0,4,-1,0,unknown,0,0.21750391391178553
29,student,single,secondary,no,-1554.0,yes,no,unknown,10,feb,57.0,8,-1,0,unknown,0,0.1482692839226251
32,housemaid,divorced,secondary,no,570.0,yes,no,telephone,4,aug,114.0,5,-1,0,unknown,0,0.17212356058488013
26,blue-collar,married,secondary,no,468.0,yes,no,cellular,21,sep,411.0,2,-1,0,unknown,0,0.15657019566838723
30,services,married,primary,yes,2041.0,yes,no,telephone,8,nov,13.0,3,-1,0,unknown,1,0.15664415366708423
35,blue-collar,married,tertiary,no,3772.0,no,no,unknown,22,nov,23.0,3,-1,0,unknown,0,0.2140692987127092
23,management,divorced,unknown,no,1580.0,yes,no,cellular,22,feb,249.0,3,-1,0,unknown,0,0.15181912454991142
40,unemployed,divorced,tertiary,no,1506.0,yes,no,unknown,21,oct,220.0,10,-1,0,failure,0,0.16816391692697935
50,retired,married,tertiary,no,-2000.0,no,no,unknown,26,oct,193.0,7,-1,1,unknown,0,0.28116079356327217
29,unemployed,married,secondary,no,4810.0,yes,no,cellular,13,jan,218.0,1,-1,0,unknown,0,0.15552312947988178
58,services,married,secondary,no,1080.0,no,no,unknown,31,apr,406.0,6,-1,0,unknown,1,0.2040475852958222
46,unemployed,married,secondary,no,2147.0,no,no,cellular,14,jan,257.0,1,-1,0,failure,1,0.2035831846389347
52,admin,married,primary,no,2141.0,no,no,cellular,21,jan,183.0,4,-1,1,unknown,0,0.3180553069144808
32,admin,married,tertiary,no,-423.0,no,no,cellular,17,may,26.0,1,-1,0,unknown,0,0.20123111847423034
50,housemaid,single,primary,no,890.0,yes,no,unknown,12,jul,1104.0,5,-1,0,unknown,0,0.15440013863049024
26,management,divorced,tertiary,no,-443.0,yes,no,telephone,30,mar,82.0,1,-1,0,failure,0,0.1846091953464002
50,student,divorced,primary,no,4958.0,yes,no,unknown,4,jul,610.0,2,-1,0,failure,0,0.16723700244195822
42,unemployed,married,tertiary,no,-2000.0,yes,no,unknown,9,may,143.0,1,-1,0,unknown,0,0.1458047154684388
46,self-employed,married,primary,no,-883.0,yes,no,cellular,15,oct,346.0,9,4,0,unknown,0,0.14001486700813123
25,self-employed,divorced,primary,no,695.0,yes,yes,telephone,15,nov,182.0,1,-1,0,unknown,0,0.12851691059910814
29,services,married,tertiary,no,5244.0,yes,no,cellular,18,aug,131.0,1,-1,0,unknown,0,0.1601992376605031
47,management,single,secondary,no,3270.0,yes,no,unknown,27,jul,286.0,3,-1,0,unknown,0,0.16335250734565743
28,management,married,tertiary,no,-2000.0,yes,no,telephone,6,jan,230.0,3,-1,2,unknown,0,0.2543973720417825
45,admin,married,secondary,no,1211.0,yes,no,cellular,2,jan,79.0,4,-1,0,unknown,0,0.16016430810350082
23,student,married,primary,no,3303.0,yes,no,unknown,9,jul,123.0,1,4,0,unknown,0,0.16301210475165323
50,retired,married,tertiary,no,7067.0,no,no,unknown,5,jun,10.0,2,1,0,failure,0,0.23124393607698504
25,student,single,secondary,no,651.0,no,yes,telephone,25,sep,65.0,1,-1,0,unknown,0,0.16188928216680246
46,entrepreneur,married,tertiary,no,-1461.0,no,yes,unknown,12,aug,123.0,1,1,0,failure,0,0.14897690232927815
47,management,married,secondary,no,2306.0,no,no,unknown,29,jun,1074.0,5,-1,0,unknown,1,0.21400018409781507
31,blue-collar,married,secondary,no,1392.0,no,no,unknown,26,jun,225.0,9,4,0,unknown,0,0.18832475151900405
46,technician,divorced,secondary,no,2658.0,no,no,unknown,5,sep,362.0,3,5,1,unknown,0,0.2249906418048696
43,management,married,secondary,no,3226.0,yes,no,telephone,12,dec,336.0,1,1,0,failure,0,0.16000418945481215
33,services,married,secondary,no,2300.0,yes,no,unknown,25,apr,1187.0,1,3,0,unknown,0,0.17045714492501632
27,unemployed,married,secondary,no,2820.0,no,yes,unknown,15,sep,243.0,1,-1,0,unknown,0,0.1417669954208298
18,blue-collar,married,secondary,no,5589.0,yes,no,unknown,2,nov,264.0,1,-1,0,failure,1,0.15827683009737575
44,services,married,secondary,no,772.0,yes,no,telephone,11,nov,107.0,3,-1,0,unknown,0,0.1615728271788728
21,housemaid,single,secondary,no,-1561.0,yes,yes,telephone,23,aug,295.0,4,4,0,unknown,0,0.11703544171019799
41,technician,married,primary,no,2285.0,yes,no,cellular,24,mar,425.0,1,3,0,unknown,0,0.15649530988153215
36,technician,married,secondary,no,-1703.0,no,no,telephone,19,nov,33.0,2,-1,0,unknown,0,0.19700603406928824
48,admin,single,secondary,no,-1304.0,yes,yes,unknown,17,apr,196.0,3,-1,0,unknown,0,0.12081896970070753
36,management,married,primary,no,-555.0,yes,no,telephone,18,jul,164.0,1,-1,0,unknown,0,0.15852972567275284
36,admin,married,secondary,no,-1627.0,yes,no,telephone,31,mar,36.0,7,-1,0,failure,0,0.17868453771648113
48,self-employed,married,primary,no,4421.0,no,no,telephone,31,mar,125.0,3,-1,0,unknown,0,0.1905712782832588
44,services,married,unknown,no,1622.0,no,no,unknown,10,aug,230.0,2,-1,2,unknown,0,0.2585747476050469
43,entrepreneur,single,tertiary,no,3267.0,yes,no,cellular,5,may,315.0,1,-1,0,unknown,0,0.16050813702972333
45,entrepreneur,single,primary,no,2776.0,no,yes,cellular,31,dec,102.0,2,-1,0,unknown,0,0.16765110424119167
21,self-employed,single,primary,no,975.0,yes,no,cellular,30,may,194.0,2,-1,0,unknown,0,0.16397752257733578
49,housemaid,single,tertiary,no,3901.0,no,no,cellular,25,aug,397.0,10,-1,4,unknown,0,0.32909992918747877
47,entrepreneur,married,secondary,no,294.0,no,yes,telephone,21,jun,165.0,2,-1,0,failure,0,0.17268780408770856
27,services,married,tertiary,no,1080.0,no,no,cellular,17,may,848.0,8,-1,0,unknown,0,0.1784125629512679
37,entrepreneur,married,tertiary,no,-270.0,yes,no,telephone,28,jan,9.0,4,-1,0,unknown,0,0.19175979538242072
39,self-employed,married,secondary,no,5001.0,yes,yes,telephone,1,may,90.0,1,-1,0,unknown,0,0.12715126709922797
38,blue-collar,divorced,primary,no,1232.0,yes,no,cellular,13,aug,43.0,8,-1,0,unknown,1,0.184683757770223
44,unemployed,single,tertiary,no,2995.0,yes,no,unknown,2,sep,234.0,1,5,0,unknown,0,0.1428367280115468
57,unemployed,married,unknown,no,46.0,yes,yes,cellular,17,jun,59.0,2,-1,0,success,1,0.16497991472943874
52,admin,married,secondary,no,3618.0,yes,yes,cellular,15,nov,406.0,8,-1,0,success,0,0.15230554188526
24,retired,married,secondary,no,3432.0,yes,yes,telephone,8,oct,752.0,5,-1,0,failure,0,0.13034525050078022
47,services,married,secondary,no,-2000.0,no,yes,telephone,2,mar,70.0,2,7,0,unknown,0,0.16586127491488026
55,admin,married,secondary,no,1510.0,yes,no,cellular,28,aug,712.0,1,-1,0,unknown,0,0.15880572425630657
44,technician,married,tertiary,no,1792.0,no,no,cellular,27,may,300.0,2,-1,0,failure,0,0.20782031052131894
53,student,divorced,tertiary,no,751.0,no,no,unknown,8,feb,66.0,3,-1,0,unknown,0,0.20439198583200827
64,entrepreneur,single,secondary,no,4962.0,no,no,unknown,27,jan,400.0,17,-1,0,failure,0,0.19048952708955966
52,entrepreneur,married,tertiary,no,-1543.0,no,no,unknown,5,nov,29.0,5,-1,0,unknown,1,0.19797153988364397
42,housemaid,married,primary,no,379.0,no,no,telephone,17,aug,353.0,6,-1,0,unknown,1,0.19236148487222576
52,unemployed,married,secondary,no,-623.0,no,no,unknown,4,feb,593.0,13,-1,0,unknown,0,0.17543198148475703
41,admin,single,secondary,no,4075.0,yes,no,telephone,12,nov,901.0,3,9,0,success,1,0.17699851543563175
40,student,single,primary,no,-1072.0,yes,no,telephone,18,mar,17.0,3,-1,0,failure,1,0.1642893391173298
35,unemployed,divorced,secondary,no,-2000.0,no,no,cellular,6,sep,19.0,2,-1,0,unknown,1,0.21630817139301198
58,entrepreneur,married,secondary,no,2578.0,yes,no,unknown,31,jan,800.0,1,-1,0,unknown,0,0.16089047986754829
30,technician,single,tertiary,yes,1152.0,yes,no,cellular,5,aug,468.0,3,-1,0,unknown,0,0.12881823864453382
58,housemaid,married,tertiary,no,4101.0,no,yes,cellular,28,dec,447.0,3,-1,0,unknown,0,0.14369610214235526
45,admin,married,secondary,no,3531.0,yes,no,telephone,25,feb,407.0,1,2,1,unknown,1,0.3204894570385449
23,housemaid,married,primary,no,1394.0,no,no,unknown,28,aug,379.0,5,-1,0,unknown,0,0.19929108064766324
44,admin,married,secondary,no,-2000.0,yes,no,cellular,19,feb,285.0,1,-1,0,failure,0,0.149923884882511
18,management,single,unknown,no,-1495.0,no,no,telephone,5,jul,503.0,2,10,0,unknown,0,0.17533689213171033
47,management,married,secondary,no,-2000.0,yes,no,cellular,10,mar,10.0,4,2,3,failure,0,0.2520236044274417
50,unemployed,married,primary,no,1154.0,no,no,unknown,23,apr,404.0,1,-1,0,failure,0,0.19715027431804352
32,self-employed,married,primary,no,-147.0,yes,no,telephone,25,dec,262.0,5,2,0,success,0,0.17890945297869315
41,services,married,secondary,no,1048.0,no,no,unknown,19,nov,714.0,2,8,0,unknown,0,0.1912669452580114
63,housemaid,married,primary,yes,1934.0,yes,no,cellular,4,jan,826.0,4,5,0,unknown,0,0.12242884916134963
33,self-employed,married,tertiary,no,6246.0,yes,yes,telephone,13,dec,83.0,1,-1,0,failure,0,0.14591384767713206
27,housemaid,married,tertiary,no,2952.0,yes,no,cellular,13,oct,467.0,3,-1,2,unknown,0,0.27283915198413633
57,entrepreneur,married,secondary,no,1678.0,yes,no,cellular,17,jan,944.0,3,-1,1,unknown,0,0.2926898234668236
63,retired,divorced,secondary,no,-2000.0,no,no,unknown,18,dec,93.0,1,-1,0,failure,0,0.20062873152158428
40,housemaid,married,secondary,no,1566.0,yes,no,telephone,19,nov,571.0,3,10,0,unknown,0,0.18188962399711003
52,entrepreneur,married,tertiary,no,3705.0,yes,yes,cellular,30,oct,265.0,4,-1,0,success,1,0.1698163715906115
56,student,married,secondary,no,2477.0,yes,no,unknown,26,dec,151.0,2,-1,0,unknown,0,0.16086356092991952
31,management,divorced,secondary,no,-1120.0,no,no,unknown,23,nov,521.0,3,-1,0,unknown,0,0.18910006744786279
34,self-employed,single,secondary,no,559.0,yes,no,telephone,23,aug,613.0,7,-1,0,unknown,1,0.1605606576139459
54,retired,married,secondary,no,1683.0,yes,no,cellular,17,aug,100.0,4,-1,0,unknown,0,0.16628756186032873
60,technician,married,secondary,no,480.0,no,no,telephone,25,feb,475.0,7,-1,0,unknown,0,0.1772193179818528
46,management,single,secondary,no,-43.0,no,no,telephone,3,apr,15.0,3,-1,0,unknown,0,0.2300555981368068
29,self-employed,single,secondary,no,-2000.0,no,no,cellular,13,feb,162.0,1,-1,0,failure,0,0.18659517471819406
63,unemployed,single,secondary,no,-420.0,no,no,telephone,13,aug,22.0,1,7,0,success,1,0.24580444370874224
33,retired,divorced,secondary,no,2128.0,yes,no,telephone,3,jul,104.0,1,-1,0,unknown,1,0.17387260249751538
35,technician,divorced,primary,no,3688.0,no,no,telephone,2,jul,901.0,2,-1,0,unknown,0,0.16730339336693206
44,blue-collar,married,secondary,no,1690.0,no,no,unknown,15,oct,398.0,2,-1,0,unknown,0,0.19019686140340608
58,entrepreneur,married,secondary,no,4149.0,no,no,cellular,3,mar,423.0,1,-1,0,unknown,0,0.18822628197332839
50,blue-collar,single,secondary,no,1304.0,yes,no,telephone,22,dec,43.0,2,-1,0,failure,0,0.17108052805849908
44,entrepreneur,single,tertiary,no,-694.0,no,no,unknown,16,nov,259.0,2,-1,0,unknown,0,0.18540923095429704
45,admin,married,primary,no,315.0,yes,no,unknown,29,may,148.0,3,5,2,unknown,0,0.2390889465434432
40,services,divorced,secondary,no,2748.0,no,no,telephone,10,jan,397.0,2,-1,0,unknown,0,0.18666691748509437
46,retired,married,primary,no,830.0,yes,no,cellular,20,oct,51.0,2,-1,0,unknown,0,0.17108369699744716
18,blue-collar,married,secondary,no,-106.0,yes,no,unknown,2,nov,99.0,2,-1,0,unknown,0,0.15055866764584777
36,services,divorced,secondary,no,-2000.0,yes,yes,telephone,15,apr,687.0,13,-1,0,unknown,0,0.11555393648324166
42,retired,married,tertiary,no,-733.0,yes,no,cellular,8,apr,56.0,3,-1,0,unknown,0,0.16607113349583164
26,self-employed,married,secondary,no,507.0,no,no,cellular,13,jan,300.0,4,-1,0,unknown,0,0.18593232614424252
44,unemployed,married,secondary,yes,47.0,no,no,telephone,1,dec,114.0,2,-1,1,success,1,0.2592640477551718
37,admin,married,tertiary,no,-936.0,no,yes,unknown,26,jul,26.0,2,-1,0,unknown,0,0.16708292186846152
61,self-employed,married,tertiary,no,5393.0,yes,no,cellular,31,may,76.0,7,-1,3,failure,0,0.2392239656395992
58,entrepreneur,married,unknown,no,3001.0,no,no,cellular,24,jan,611.0,4,-1,0,unknown,0,0.17705373267282787
