
,checking_status,duration,credit_history,credit_amount,savings_status,employment,personal_status,age,class
693,<0,6,critical/other_existing_credit,4716,no_known_savings,<1,male_single,44,good
694,no_checking,24,existing_paid,2284,<100,4<=X<7,male_single,28,good
695,no_checking,6,existing_paid,1236,500<=X<1000,1<=X<4,male_single,50,good
696,0<=X<200,12,existing_paid,1103,<100,4<=X<7,male_single,29,good
697,no_checking,12,critical/other_existing_credit,926,<100,unemployed,female_div/dep/mar,38,good
698,no_checking,18,critical/other_existing_credit,1800,<100,1<=X<4,male_single,24,good
699,>=200,15,existing_paid,1905,<100,>=7,male_single,40,good
700,no_checking,12,existing_paid,1123,500<=X<1000,1<=X<4,female_div/dep/mar,29,bad
701,<0,48,critical/other_existing_credit,6331,<100,>=7,male_single,46,bad
702,>=200,24,existing_paid,1377,100<=X<500,>=7,female_div/dep/mar,47,good
703,0<=X<200,30,delayed_previously,2503,100<=X<500,>=7,male_single,41,good
704,0<=X<200,27,existing_paid,2528,<100,<1,female_div/dep/mar,32,good
705,no_checking,15,existing_paid,5324,500<=X<1000,>=7,female_div/dep/mar,35,good
706,0<=X<200,48,existing_paid,6560,100<=X<500,4<=X<7,male_single,24,bad
707,0<=X<200,12,no_credits/all_paid,2969,<100,<1,female_div/dep/mar,25,bad
708,0<=X<200,9,existing_paid,1206,<100,>=7,female_div/dep/mar,25,good
709,0<=X<200,9,existing_paid,2118,<100,1<=X<4,male_single,37,good
710,no_checking,18,critical/other_existing_credit,629,500<=X<1000,>=7,male_single,32,good
711,<0,6,all_paid,1198,<100,>=7,female_div/dep/mar,35,bad
712,no_checking,21,existing_paid,2476,no_known_savings,>=7,male_single,46,good
713,<0,9,critical/other_existing_credit,1138,<100,1<=X<4,male_single,25,good
714,0<=X<200,60,existing_paid,14027,<100,4<=X<7,male_single,27,bad
715,no_checking,30,critical/other_existing_credit,7596,no_known_savings,>=7,male_single,63,good
716,no_checking,30,critical/other_existing_credit,3077,no_known_savings,>=7,male_single,40,good
717,no_checking,18,existing_paid,1505,<100,1<=X<4,male_single,32,good
718,>=200,24,critical/other_existing_credit,3148,no_known_savings,1<=X<4,male_single,31,good
719,0<=X<200,20,no_credits/all_paid,6148,100<=X<500,>=7,male_mar/wid,31,good
720,>=200,9,no_credits/all_paid,1337,<100,<1,male_single,34,bad
721,0<=X<200,6,all_paid,433,>=1000,<1,female_div/dep/mar,24,bad
722,<0,12,existing_paid,1228,<100,1<=X<4,female_div/dep/mar,24,bad
723,0<=X<200,9,existing_paid,790,500<=X<1000,1<=X<4,female_div/dep/mar,66,good
724,no_checking,27,existing_paid,2570,<100,1<=X<4,female_div/dep/mar,21,bad
725,no_checking,6,critical/other_existing_credit,250,>=1000,1<=X<4,female_div/dep/mar,41,good
726,no_checking,15,critical/other_existing_credit,1316,500<=X<1000,1<=X<4,male_mar/wid,47,good
727,<0,18,existing_paid,1882,<100,1<=X<4,female_div/dep/mar,25,bad
728,0<=X<200,48,all_paid,6416,<100,>=7,female_div/dep/mar,59,bad
729,>=200,24,critical/other_existing_credit,1275,>=1000,1<=X<4,male_div/sep,36,good
730,0<=X<200,24,delayed_previously,6403,<100,<1,male_single,33,good
731,<0,24,existing_paid,1987,<100,1<=X<4,male_single,21,bad
732,0<=X<200,8,existing_paid,760,<100,4<=X<7,female_div/dep/mar,44,good
733,no_checking,24,existing_paid,2603,>=1000,1<=X<4,female_div/dep/mar,28,good
734,no_checking,4,critical/other_existing_credit,3380,<100,4<=X<7,female_div/dep/mar,37,good
735,0<=X<200,36,all_paid,3990,no_known_savings,<1,female_div/dep/mar,29,good
736,0<=X<200,24,existing_paid,11560,<100,1<=X<4,female_div/dep/mar,23,bad
737,<0,18,existing_paid,4380,100<=X<500,1<=X<4,male_single,35,good
738,no_checking,6,critical/other_existing_credit,6761,<100,4<=X<7,male_single,45,good
739,0<=X<200,30,no_credits/all_paid,4280,100<=X<500,1<=X<4,female_div/dep/mar,26,bad
740,<0,24,all_paid,2325,100<=X<500,4<=X<7,male_single,32,good
741,0<=X<200,10,all_paid,1048,<100,1<=X<4,male_single,23,good
742,no_checking,21,existing_paid,3160,no_known_savings,>=7,male_single,41,good
743,<0,24,all_paid,2483,500<=X<1000,1<=X<4,male_single,22,good
744,<0,39,critical/other_existing_credit,14179,no_known_savings,4<=X<7,male_single,30,good
745,<0,13,critical/other_existing_credit,1797,<100,<1,male_single,28,good
746,<0,15,existing_paid,2511,<100,unemployed,female_div/dep/mar,23,good
747,<0,12,existing_paid,1274,<100,<1,female_div/dep/mar,37,bad
748,no_checking,21,existing_paid,5248,no_known_savings,1<=X<4,male_single,26,good
749,no_checking,15,existing_paid,3029,<100,4<=X<7,male_single,33,good
750,<0,6,existing_paid,428,<100,>=7,female_div/dep/mar,49,good
751,<0,18,existing_paid,976,<100,<1,female_div/dep/mar,23,bad
752,0<=X<200,12,existing_paid,841,100<=X<500,4<=X<7,female_div/dep/mar,23,good
753,no_checking,30,critical/other_existing_credit,5771,<100,4<=X<7,female_div/dep/mar,25,good
754,no_checking,12,delayed_previously,1555,>=1000,>=7,male_single,55,bad
755,<0,24,existing_paid,1285,no_known_savings,4<=X<7,female_div/dep/mar,32,bad
756,>=200,6,critical/other_existing_credit,1299,<100,1<=X<4,male_single,74,good
757,>=200,15,critical/other_existing_credit,1271,no_known_savings,1<=X<4,male_single,39,bad
758,no_checking,24,existing_paid,1393,<100,1<=X<4,male_single,31,good
759,<0,12,critical/other_existing_credit,691,<100,>=7,male_single,35,bad
760,no_checking,15,critical/other_existing_credit,5045,no_known_savings,>=7,female_div/dep/mar,59,good
761,<0,18,critical/other_existing_credit,2124,<100,1<=X<4,female_div/dep/mar,24,bad
762,<0,12,existing_paid,2214,<100,1<=X<4,male_single,24,good
763,no_checking,21,critical/other_existing_credit,12680,no_known_savings,>=7,male_single,30,bad
764,no_checking,24,critical/other_existing_credit,2463,100<=X<500,4<=X<7,male_mar/wid,27,good
765,0<=X<200,12,existing_paid,1155,<100,>=7,male_mar/wid,40,good
766,<0,30,existing_paid,3108,<100,<1,male_div/sep,31,bad
767,no_checking,10,existing_paid,2901,no_known_savings,<1,female_div/dep/mar,31,good
768,0<=X<200,12,critical/other_existing_credit,3617,<100,>=7,male_single,28,good
769,no_checking,12,critical/other_existing_credit,1655,<100,>=7,male_single,63,good
770,<0,24,existing_paid,2812,no_known_savings,>=7,female_div/dep/mar,26,good
771,<0,36,critical/other_existing_credit,8065,<100,1<=X<4,female_div/dep/mar,25,bad
772,no_checking,21,critical/other_existing_credit,3275,<100,>=7,male_single,36,good
773,no_checking,24,critical/other_existing_credit,2223,100<=X<500,>=7,male_single,52,good
774,>=200,12,critical/other_existing_credit,1480,500<=X<1000,unemployed,male_single,66,good
775,<0,24,existing_paid,1371,no_known_savings,1<=X<4,female_div/dep/mar,25,bad
776,no_checking,36,critical/other_existing_credit,3535,<100,4<=X<7,male_single,37,good
777,<0,18,existing_paid,3509,<100,4<=X<7,female_div/dep/mar,25,good
778,no_checking,36,critical/other_existing_credit,5711,>=1000,>=7,male_single,38,good
779,0<=X<200,18,existing_paid,3872,<100,unemployed,female_div/dep/mar,67,good
780,0<=X<200,39,critical/other_existing_credit,4933,<100,4<=X<7,male_single,25,bad
781,no_checking,24,critical/other_existing_credit,1940,>=1000,>=7,male_single,60,good
782,0<=X<200,12,no_credits/all_paid,1410,<100,1<=X<4,male_single,31,good
783,0<=X<200,12,existing_paid,836,100<=X<500,<1,female_div/dep/mar,23,bad
784,0<=X<200,20,existing_paid,6468,no_known_savings,unemployed,male_div/sep,60,good
785,0<=X<200,18,existing_paid,1941,>=1000,1<=X<4,male_single,35,good
786,no_checking,22,existing_paid,2675,500<=X<1000,>=7,male_single,40,good
787,no_checking,48,critical/other_existing_credit,2751,no_known_savings,>=7,male_single,38,good
788,0<=X<200,48,delayed_previously,6224,<100,>=7,male_single,50,bad
789,<0,40,critical/other_existing_credit,5998,<100,1<=X<4,male_single,27,bad
790,0<=X<200,21,existing_paid,1188,<100,>=7,female_div/dep/mar,39,bad
791,no_checking,24,existing_paid,6313,no_known_savings,>=7,male_single,41,good
792,no_checking,6,critical/other_existing_credit,1221,no_known_savings,1<=X<4,male_mar/wid,27,good
793,>=200,24,existing_paid,2892,<100,>=7,male_div/sep,51,good
794,no_checking,24,existing_paid,3062,500<=X<1000,>=7,male_single,32,good
795,no_checking,9,existing_paid,2301,100<=X<500,<1,female_div/dep/mar,22,good
796,<0,18,existing_paid,7511,no_known_savings,>=7,male_single,51,bad
797,no_checking,12,critical/other_existing_credit,1258,<100,<1,female_div/dep/mar,22,good
798,no_checking,24,delayed_previously,717,no_known_savings,>=7,male_mar/wid,54,good
799,0<=X<200,9,existing_paid,1549,no_known_savings,<1,male_single,35,good
800,no_checking,24,critical/other_existing_credit,1597,<100,>=7,male_single,54,good
801,0<=X<200,18,critical/other_existing_credit,1795,<100,>=7,female_div/dep/mar,48,good
802,<0,20,critical/other_existing_credit,4272,<100,>=7,female_div/dep/mar,24,good
803,no_checking,12,critical/other_existing_credit,976,no_known_savings,>=7,male_single,35,good
804,0<=X<200,12,existing_paid,7472,no_known_savings,unemployed,female_div/dep/mar,24,good
805,<0,36,existing_paid,9271,<100,4<=X<7,male_single,24,bad
806,0<=X<200,6,existing_paid,590,<100,<1,male_mar/wid,26,good
807,no_checking,12,critical/other_existing_credit,930,no_known_savings,>=7,male_single,65,good
808,0<=X<200,42,all_paid,9283,<100,unemployed,male_single,55,good
809,0<=X<200,15,no_credits/all_paid,1778,<100,<1,female_div/dep/mar,26,bad
810,0<=X<200,8,existing_paid,907,<100,<1,male_mar/wid,26,good
811,0<=X<200,6,existing_paid,484,<100,4<=X<7,male_mar/wid,28,good
812,<0,36,critical/other_existing_credit,9629,<100,4<=X<7,male_single,24,bad
813,<0,48,existing_paid,3051,<100,1<=X<4,male_single,54,bad
814,<0,48,existing_paid,3931,<100,4<=X<7,male_single,46,bad
815,0<=X<200,36,delayed_previously,7432,<100,1<=X<4,female_div/dep/mar,54,good
816,no_checking,6,existing_paid,1338,500<=X<1000,1<=X<4,male_div/sep,62,good
817,no_checking,6,critical/other_existing_credit,1554,<100,4<=X<7,female_div/dep/mar,24,good
818,<0,36,existing_paid,15857,<100,unemployed,male_div/sep,43,good
819,<0,18,existing_paid,1345,<100,1<=X<4,male_mar/wid,26,bad
820,no_checking,12,existing_paid,1101,<100,1<=X<4,male_mar/wid,27,good
821,>=200,12,existing_paid,3016,<100,1<=X<4,male_mar/wid,24,good
822,<0,36,existing_paid,2712,<100,>=7,male_single,41,bad
823,<0,8,critical/other_existing_credit,731,<100,>=7,male_single,47,good
824,no_checking,18,critical/other_existing_credit,3780,<100,<1,male_div/sep,35,good
825,<0,21,critical/other_existing_credit,1602,<100,>=7,male_mar/wid,30,good
826,<0,18,critical/other_existing_credit,3966,<100,>=7,female_div/dep/mar,33,bad
827,no_checking,18,no_credits/all_paid,4165,<100,1<=X<4,male_single,36,bad
828,<0,36,existing_paid,8335,no_known_savings,>=7,male_single,47,bad
829,0<=X<200,48,delayed_previously,6681,no_known_savings,1<=X<4,male_single,38,good
830,no_checking,24,delayed_previously,2375,500<=X<1000,1<=X<4,male_single,44,good
831,<0,18,existing_paid,1216,<100,<1,female_div/dep/mar,23,bad
832,<0,45,no_credits/all_paid,11816,<100,>=7,male_single,29,bad
833,0<=X<200,24,existing_paid,5084,no_known_savings,>=7,female_div/dep/mar,42,good
834,>=200,15,existing_paid,2327,<100,<1,female_div/dep/mar,25,bad
835,<0,12,no_credits/all_paid,1082,<100,1<=X<4,male_single,48,bad
836,no_checking,12,existing_paid,886,no_known_savings,1<=X<4,female_div/dep/mar,21,good
837,no_checking,4,existing_paid,601,<100,<1,female_div/dep/mar,23,good
838,<0,24,critical/other_existing_credit,2957,<100,>=7,male_single,63,good
839,no_checking,24,critical/other_existing_credit,2611,<100,>=7,male_mar/wid,46,good
840,<0,36,existing_paid,5179,<100,4<=X<7,male_single,29,bad
841,no_checking,21,delayed_previously,2993,<100,1<=X<4,male_single,28,good
842,no_checking,18,existing_paid,1943,<100,<1,female_div/dep/mar,23,bad
843,no_checking,24,all_paid,1559,<100,4<=X<7,male_single,50,good
844,no_checking,18,existing_paid,3422,<100,>=7,male_single,47,good
845,0<=X<200,21,existing_paid,3976,no_known_savings,4<=X<7,male_single,35,good
846,no_checking,18,existing_paid,6761,no_known_savings,1<=X<4,male_single,68,bad
847,no_checking,24,existing_paid,1249,<100,<1,male_mar/wid,28,good
848,<0,9,existing_paid,1364,<100,4<=X<7,male_single,59,good
849,<0,12,existing_paid,709,<100,>=7,male_single,57,bad
850,<0,20,critical/other_existing_credit,2235,<100,1<=X<4,male_mar/wid,33,bad
851,no_checking,24,critical/other_existing_credit,4042,no_known_savings,4<=X<7,male_single,43,good
852,no_checking,15,critical/other_existing_credit,1471,<100,1<=X<4,male_single,35,good
853,<0,18,all_paid,1442,<100,4<=X<7,male_single,32,bad
854,no_checking,36,delayed_previously,10875,<100,>=7,male_single,45,good
855,no_checking,24,existing_paid,1474,100<=X<500,<1,male_mar/wid,33,good
856,no_checking,10,existing_paid,894,no_known_savings,4<=X<7,female_div/dep/mar,40,good
857,no_checking,15,critical/other_existing_credit,3343,<100,1<=X<4,male_single,28,good
858,<0,15,existing_paid,3959,<100,1<=X<4,female_div/dep/mar,29,bad
859,no_checking,9,existing_paid,3577,100<=X<500,1<=X<4,male_single,26,good
860,no_checking,24,critical/other_existing_credit,5804,>=1000,1<=X<4,male_single,27,good
861,no_checking,18,delayed_previously,2169,<100,1<=X<4,male_mar/wid,28,bad
862,<0,24,existing_paid,2439,<100,<1,female_div/dep/mar,35,bad
863,no_checking,27,critical/other_existing_credit,4526,>=1000,<1,male_single,32,good
864,no_checking,10,existing_paid,2210,<100,1<=X<4,male_single,25,bad
865,no_checking,15,existing_paid,2221,500<=X<1000,1<=X<4,female_div/dep/mar,20,good
866,<0,18,existing_paid,2389,<100,<1,female_div/dep/mar,27,good
867,no_checking,12,critical/other_existing_credit,3331,<100,>=7,male_single,42,good
868,no_checking,36,existing_paid,7409,no_known_savings,>=7,male_single,37,good
869,<0,12,existing_paid,652,<100,>=7,female_div/dep/mar,24,good
870,no_checking,36,delayed_previously,7678,500<=X<1000,4<=X<7,female_div/dep/mar,40,good
871,>=200,6,critical/other_existing_credit,1343,<100,>=7,male_single,46,good
872,<0,24,critical/other_existing_credit,1382,100<=X<500,4<=X<7,male_single,26,good
873,no_checking,15,existing_paid,874,no_known_savings,<1,female_div/dep/mar,24,good
874,<0,12,existing_paid,3590,<100,1<=X<4,male_single,29,good
875,0<=X<200,11,critical/other_existing_credit,1322,>=1000,1<=X<4,female_div/dep/mar,40,good
876,<0,18,all_paid,1940,<100,<1,male_single,36,good
877,no_checking,36,existing_paid,3595,<100,>=7,male_single,28,good
878,<0,9,existing_paid,1422,<100,<1,male_single,27,bad
879,no_checking,30,critical/other_existing_credit,6742,no_known_savings,4<=X<7,male_single,36,good
880,no_checking,24,existing_paid,7814,<100,4<=X<7,male_single,38,good
881,no_checking,24,existing_paid,9277,no_known_savings,1<=X<4,male_div/sep,48,good
882,0<=X<200,30,critical/other_existing_credit,2181,no_known_savings,>=7,male_single,36,good
883,no_checking,18,critical/other_existing_credit,1098,<100,unemployed,female_div/dep/mar,65,good
884,0<=X<200,24,existing_paid,4057,<100,4<=X<7,male_div/sep,43,bad
885,<0,12,existing_paid,795,<100,<1,female_div/dep/mar,53,bad
886,0<=X<200,24,critical/other_existing_credit,2825,no_known_savings,4<=X<7,male_single,34,good
887,0<=X<200,48,existing_paid,15672,<100,1<=X<4,male_single,23,bad
888,no_checking,36,critical/other_existing_credit,6614,<100,>=7,male_single,34,good
889,no_checking,28,all_paid,7824,no_known_savings,<1,male_single,40,good
890,<0,27,critical/other_existing_credit,2442,<100,>=7,male_single,43,good
891,no_checking,15,critical/other_existing_credit,1829,<100,>=7,male_single,46,good
892,<0,12,critical/other_existing_credit,2171,<100,1<=X<4,male_single,38,good
893,0<=X<200,36,critical/other_existing_credit,5800,<100,1<=X<4,male_single,34,good
894,no_checking,18,critical/other_existing_credit,1169,no_known_savings,1<=X<4,male_single,29,good
895,no_checking,36,delayed_previously,8947,no_known_savings,4<=X<7,male_single,31,good
896,<0,21,existing_paid,2606,<100,<1,female_div/dep/mar,28,good
897,no_checking,12,critical/other_existing_credit,1592,>=1000,4<=X<7,female_div/dep/mar,35,good
898,no_checking,15,existing_paid,2186,no_known_savings,4<=X<7,female_div/dep/mar,33,good
899,<0,18,existing_paid,4153,<100,1<=X<4,male_single,42,bad
900,<0,16,critical/other_existing_credit,2625,<100,>=7,male_single,43,bad
901,no_checking,20,critical/other_existing_credit,3485,no_known_savings,<1,male_div/sep,44,good
902,no_checking,36,critical/other_existing_credit,10477,no_known_savings,>=7,male_single,42,good
903,no_checking,15,existing_paid,1386,no_known_savings,1<=X<4,male_mar/wid,40,good
904,no_checking,24,existing_paid,1278,<100,>=7,male_single,36,good
905,<0,12,existing_paid,1107,<100,1<=X<4,male_single,20,good
906,<0,21,existing_paid,3763,no_known_savings,4<=X<7,male_single,24,good
907,0<=X<200,36,existing_paid,3711,no_known_savings,1<=X<4,male_mar/wid,27,good
908,no_checking,15,delayed_previously,3594,<100,<1,female_div/dep/mar,46,good
909,0<=X<200,9,existing_paid,3195,no_known_savings,1<=X<4,female_div/dep/mar,33,good
910,no_checking,36,delayed_previously,4454,<100,1<=X<4,female_div/dep/mar,34,good
911,0<=X<200,24,critical/other_existing_credit,4736,<100,<1,female_div/dep/mar,25,bad
912,0<=X<200,30,existing_paid,2991,no_known_savings,>=7,female_div/dep/mar,25,good
913,no_checking,11,existing_paid,2142,>=1000,>=7,male_div/sep,28,good
914,<0,24,all_paid,3161,<100,1<=X<4,male_single,31,bad
915,0<=X<200,48,no_credits/all_paid,18424,<100,1<=X<4,female_div/dep/mar,32,bad
916,no_checking,10,existing_paid,2848,100<=X<500,1<=X<4,male_single,32,good
917,<0,6,existing_paid,14896,<100,>=7,male_single,68,bad
918,<0,24,existing_paid,2359,100<=X<500,unemployed,male_div/sep,33,bad
919,<0,24,existing_paid,3345,<100,>=7,male_single,39,bad
920,no_checking,18,critical/other_existing_credit,1817,<100,1<=X<4,female_div/dep/mar,28,good
921,no_checking,48,delayed_previously,12749,500<=X<1000,4<=X<7,male_single,37,good
922,<0,9,existing_paid,1366,<100,<1,female_div/dep/mar,22,bad
923,0<=X<200,12,existing_paid,2002,<100,4<=X<7,male_single,30,good
924,<0,24,all_paid,6872,<100,<1,male_div/sep,55,bad
925,<0,12,all_paid,697,<100,<1,male_single,46,bad
926,<0,18,critical/other_existing_credit,1049,<100,<1,female_div/dep/mar,21,good
927,<0,48,existing_paid,10297,<100,4<=X<7,male_single,39,bad
928,no_checking,30,existing_paid,1867,no_known_savings,>=7,male_single,58,good
929,<0,12,delayed_previously,1344,<100,1<=X<4,male_single,43,good
930,<0,24,existing_paid,1747,<100,<1,male_single,24,good
931,0<=X<200,9,existing_paid,1670,<100,<1,female_div/dep/mar,22,bad
932,no_checking,9,critical/other_existing_credit,1224,<100,1<=X<4,male_single,30,good
933,no_checking,12,critical/other_existing_credit,522,500<=X<1000,>=7,male_single,42,good
934,<0,12,existing_paid,1498,<100,1<=X<4,female_div/dep/mar,23,good
935,0<=X<200,30,delayed_previously,1919,100<=X<500,<1,male_single,30,bad
936,>=200,9,existing_paid,745,<100,1<=X<4,female_div/dep/mar,28,bad
937,0<=X<200,6,existing_paid,2063,<100,<1,male_mar/wid,30,good
938,0<=X<200,60,existing_paid,6288,<100,1<=X<4,male_single,42,bad
939,no_checking,24,critical/other_existing_credit,6842,no_known_savings,1<=X<4,male_single,46,good
940,no_checking,12,existing_paid,3527,no_known_savings,<1,male_single,45,good
941,no_checking,10,existing_paid,1546,<100,1<=X<4,male_single,31,good
942,no_checking,24,existing_paid,929,no_known_savings,4<=X<7,male_single,31,good
943,no_checking,4,critical/other_existing_credit,1455,<100,4<=X<7,male_single,42,good
944,<0,15,existing_paid,1845,<100,<1,female_div/dep/mar,46,good
945,0<=X<200,48,no_credits/all_paid,8358,500<=X<1000,<1,female_div/dep/mar,30,good
946,<0,24,all_paid,3349,500<=X<1000,<1,male_single,30,bad
947,no_checking,12,existing_paid,2859,no_known_savings,unemployed,male_single,38,good
948,no_checking,18,existing_paid,1533,<100,<1,male_mar/wid,43,bad
949,no_checking,24,existing_paid,3621,100<=X<500,>=7,male_single,31,bad
950,0<=X<200,18,critical/other_existing_credit,3590,<100,unemployed,male_mar/wid,40,good
951,<0,36,delayed_previously,2145,<100,4<=X<7,male_single,24,bad
952,0<=X<200,24,existing_paid,4113,500<=X<1000,<1,female_div/dep/mar,28,bad
953,no_checking,36,existing_paid,10974,<100,unemployed,female_div/dep/mar,26,bad
954,<0,12,existing_paid,1893,<100,1<=X<4,female_div/dep/mar,29,good
955,<0,24,critical/other_existing_credit,1231,>=1000,>=7,female_div/dep/mar,57,good
956,>=200,30,critical/other_existing_credit,3656,no_known_savings,>=7,male_single,49,good
957,0<=X<200,9,critical/other_existing_credit,1154,<100,>=7,male_single,37,good
958,<0,28,existing_paid,4006,<100,1<=X<4,male_single,45,bad
959,0<=X<200,24,existing_paid,3069,100<=X<500,>=7,male_single,30,good
960,no_checking,6,critical/other_existing_credit,1740,<100,>=7,male_mar/wid,30,good
961,0<=X<200,21,delayed_previously,2353,<100,1<=X<4,male_div/sep,47,good
962,no_checking,15,existing_paid,3556,no_known_savings,1<=X<4,male_single,29,good
963,no_checking,24,existing_paid,2397,500<=X<1000,>=7,male_single,35,bad
964,0<=X<200,6,existing_paid,454,<100,<1,male_mar/wid,22,good
965,0<=X<200,30,existing_paid,1715,no_known_savings,1<=X<4,female_div/dep/mar,26,good
966,0<=X<200,27,critical/other_existing_credit,2520,500<=X<1000,1<=X<4,male_single,23,bad
967,no_checking,15,existing_paid,3568,<100,>=7,female_div/dep/mar,54,good
968,no_checking,42,existing_paid,7166,no_known_savings,4<=X<7,male_mar/wid,29,good
969,<0,11,critical/other_existing_credit,3939,<100,1<=X<4,male_single,40,good
970,0<=X<200,15,existing_paid,1514,100<=X<500,1<=X<4,male_single,22,good
971,no_checking,24,existing_paid,7393,<100,1<=X<4,male_single,43,good
972,<0,24,all_paid,1193,<100,unemployed,female_div/dep/mar,29,bad
973,<0,60,existing_paid,7297,<100,>=7,male_single,36,bad
974,no_checking,30,critical/other_existing_credit,2831,<100,1<=X<4,female_div/dep/mar,33,good
975,>=200,24,existing_paid,1258,500<=X<1000,1<=X<4,female_div/dep/mar,57,good
976,0<=X<200,6,existing_paid,753,<100,1<=X<4,female_div/dep/mar,64,good
977,0<=X<200,18,delayed_previously,2427,no_known_savings,>=7,male_single,42,good
978,no_checking,24,delayed_previously,2538,<100,>=7,male_single,47,bad
979,0<=X<200,15,all_paid,1264,100<=X<500,1<=X<4,male_mar/wid,25,bad
980,0<=X<200,30,critical/other_existing_credit,8386,<100,4<=X<7,male_single,49,bad
981,no_checking,48,existing_paid,4844,<100,unemployed,male_single,33,bad
982,>=200,21,existing_paid,2923,100<=X<500,1<=X<4,female_div/dep/mar,28,good
983,<0,36,existing_paid,8229,<100,1<=X<4,male_single,26,bad
984,no_checking,24,critical/other_existing_credit,2028,<100,4<=X<7,male_single,30,good
985,<0,15,critical/other_existing_credit,1433,<100,1<=X<4,female_div/dep/mar,25,good
986,>=200,42,no_credits/all_paid,6289,<100,<1,male_div/sep,33,good
987,no_checking,13,existing_paid,1409,100<=X<500,unemployed,female_div/dep/mar,64,good
988,<0,24,existing_paid,6579,<100,unemployed,male_single,29,good
989,0<=X<200,24,critical/other_existing_credit,1743,<100,>=7,male_single,48,good
990,no_checking,12,critical/other_existing_credit,3565,no_known_savings,<1,male_single,37,good
991,no_checking,15,all_paid,1569,100<=X<500,>=7,male_single,34,good
992,<0,18,existing_paid,1936,no_known_savings,4<=X<7,male_mar/wid,23,good
993,<0,36,existing_paid,3959,<100,unemployed,male_single,30,good
994,no_checking,12,existing_paid,2390,no_known_savings,>=7,male_single,50,good
995,no_checking,12,existing_paid,1736,<100,4<=X<7,female_div/dep/mar,31,good
996,<0,30,existing_paid,3857,<100,1<=X<4,male_div/sep,40,good
997,no_checking,12,existing_paid,804,<100,>=7,male_single,38,good
998,<0,45,existing_paid,1845,<100,1<=X<4,male_single,23,bad
999,0<=X<200,45,critical/other_existing_credit,4576,100<=X<500,unemployed,male_single,27,good
